obs	hh_code	round	year	state	age	edu	off_incUS	hhexpend_pc	hhsize_ae	area_ha	cotarea_ha	bt	bt_ha	kcal_tot	kcal_nutr
1092	333	2	2004	4	52	7	1381.597	545.2024	3.5	2.8329	0.72846	1	0.505875	2796	502.9749
1093	334	1	2002	4	27	10	442.1111	635.7407	2.6	1.6188	0.8094	0	0	2912	1182.146
1094	334	2	2004	4	29	10	184.213	234.186	3.6	2.0235	0.8094	0	0	2472	725.1992
1095	334	3	2006	4	31	10	773.6944	509.9318	2.6	2.4282	0.8094	1	0.4047	3656	929.7933
1096	334	4	2008	4	33	10	663.1666	2325.082	3.4	1.6188	0.4047	1	0.4047	2843	770.5963
1097	335	1	2002	4	75	0	1105.278	391.785	3.5	1.6188	0.60705	1	0.60705	3462	285.3945
1098	335	2	2004	4	77	0	854.7481	252.1866	4.9	1.6188	0.8094	0	0	2091	707.2155
1099	335	3	2006	4	79	0	1105.278	292.3319	2.6	1.6188	0.8094	1	0.8094	3439	414.8757
1100	336	1	2002	4	42	7	0	194.3168	1.8	0.60705	0.4047	0	0	3115	1194.153
1101	336	2	2004	4	44	7	184.213	1326.626	1.8	2.8329	1.2141	1	0.4047	4661	1868.976
1102	336	3	2006	4	46	7	0	174.0724	3.3	0.4047	0.4047	1	0.4047	3422	1119.149
1103	337	1	2002	4	60	5	884.2222	247.9401	3.4	0	0.4047	0	0	3149	747.2996
1104	338	1	2002	4	52	8	0	540.4719	5.1	3.43995	0.32376	1	0.32376	4082	1155.902
1105	338	2	2004	4	54	8	2505.296	872.5079	3.2	2.0235	0.4047	0	0	3097	792.6415
1106	339	1	2002	4	46	9	442.1111	373.9352	3.3	1.01175	0.60705	1	0.60705	3841	1803.197
1107	339	2	2004	4	48	9	663.1666	836.4256	2.8	1.01175	0.60705	1	0.20235	4468	1599.67
1108	340	1	2002	4	40	6	0	582.9504	3.1	3.2376	0.52611	1	0.52611	3160	968.0567
1109	340	2	2004	4	42	6	0	1215.68	2	4.047	0.60705	0	0	4070	1024.181
1110	341	1	2002	4	53	10	442.1111	223.9844	3.4	2.4282	1.2141	0	0	2447	811.1589
1111	341	2	2004	4	55	10	921.0648	469.8424	2.6	2.4282	2.0235	1	1.2141	3054	901.0867
1112	342	1	2002	4	48	4	331.5833	183.8999	3.8	0	1.6188	0	0	3302	1029.554
1113	342	2	2004	4	51	4	663.1666	376.3129	4.2	2.4282	1.2141	1	1.2141	3005	846.9789
1114	342	4	2008	4	55	4	1105.278	1184.307	2.4	0	0.60705	0	0	3908	1021.28
1115	343	2	2004	4	40	3	1178.963	381.91	3.8	1.2141	0.4047	1	0.8094	3831	964.6135
1116	343	3	2006	4	42	3	0	508.6575	2.5	1.2141	1.2141	1	1.2141	3229	980.5743
1117	343	4	2008	4	44	3	0	4900.125	1.8	1.2141	0.60705	1	0.60705	4419	2052.66
1118	344	2	2004	4	49	9	386.8472	323.8517	3.4	0.60705	0.24282	0	0	2698	757.0901
1119	344	4	2008	4	53	9	1326.333	1783.078	1.8	1.2141	0.4047	1	0.4047	3333	830.3111
1120	345	2	2004	4	49	10	276.3194	285.0955	3.4	3.03525	1.2141	1	0.4047	2129	346.668
1121	345	3	2006	4	51	10	0	275.7477	3.4	2.8329	0.4047	1	0.4047	3016	1111.289
1122	346	2	2004	4	52	10	1132.91	438.7267	4.4	8.094	2.4282	1	0.4047	2289	401.6224
1123	347	2	2004	4	47	9	1326.333	304.1671	5	0.8094	0.4047	1	0.4047	3130	721.7504
1124	347	3	2006	4	49	9	736.8518	289.952	5.2	0.60705	0.303525	1	0.303525	3523	1113.45
1125	347	4	2008	4	51	9	3684.259	721.576	5.2	0.60705	0.60705	1	0.60705	4552	1444.571
1126	348	2	2004	3	26	12	921.0648	481.3877	6.4	4.8564	2.4282	1	2.0235	3021	1078.729
1127	348	3	2006	3	28	12	0	864.4929	1.8	4.047	1.2141	1	1.2141	2740	763.0609
1128	349	2	2004	3	25	6	46.05324	198.7608	2.8	4.8564	3.6423	1	0.8094	3104	526.1723
1129	349	3	2006	3	27	6	0	410.2091	3.1	4.8564	3.6423	1	3.6423	3887	1074.506
1130	349	4	2008	3	29	6	0	479.08	3.3	2.0235	2.0235	1	2.0235	3877	792.7712
1131	350	2	2004	3	29	6	368.4259	229.7522	4.6	3.2376	1.01175	1	1.41645	3021	980.2462
1132	350	3	2006	3	31	6	0	472.2734	3.4	2.8329	1.2141	1	1.2141	3433	1043.263
1133	351	2	2004	3	35	8	92.10648	379.7067	3.2	2.529375	0.910575	0	0	3428	1411.925
1134	351	3	2006	3	37	8	0	695.0978	3.2	3.2376	1.2141	1	1.2141	4217	1231.492
1135	351	4	2008	3	39	8	0	857.0945	3.2	3.03525	0.60705	1	0.60705	3885	668.4133
1136	352	2	2004	3	24	11	55.26389	363.5289	4.6	3.6423	0.8094	1	0.8094	3378	570.8081
1137	352	3	2006	3	26	11	0	458.4933	4.6	4.047	0.8094	1	0.8094	3272	765.8133
1138	352	4	2008	3	28	11	0	471.5468	6.6	4.047	1.01175	1	1.01175	4020	928.5042
1139	353	2	2004	3	45	7	1105.278	1163.529	1.8	2.0235	1.01175	1	0.8094	3687	1407.24
1140	353	3	2006	3	47	7	552.6389	590.1507	4.2	2.0235	1.2141	1	1.2141	1816	582.4385
1141	353	4	2008	3	49	7	1289.491	783.7804	3.5	2.0235	1.2141	1	1.2141	2391	693.2402
1142	354	2	2004	3	52	10	1694.759	392.7278	4.8	8.094	3.2376	1	1.6188	3278	610.3232
1143	354	3	2006	3	54	10	1473.704	1091.372	2.6	6.0705	4.047	1	4.047	3246	1067.03
1144	354	4	2008	3	56	10	0	1085.772	5	12.141	5.6658	1	5.6658	3133	1027.404
1145	355	2	2004	3	50	10	33.15833	464.9841	2.4	4.8564	1.6188	1	0.8094	4688	1185.69
1146	355	3	2006	3	52	10	0	743.951	3.2	3.2376	2.8329	1	2.8329	3661	808.0007
1147	355	4	2008	3	54	10	0	1350.827	3.3	2.8329	2.8329	1	2.8329	3901	972.0544
1148	356	2	2004	3	57	4	442.1111	370.2137	1.8	5.2611	1.2141	0	0	3281	1500.843
1149	356	3	2006	3	59	4	0	188.3367	5.8	2.0235	2.8329	1	0.8094	1763	253.2656
1150	356	4	2008	3	61	4	921.0648	929.9072	4.9	4.047	3.6423	1	2.4282	3983	1369.819
1151	357	2	2004	3	28	12	589.4814	915.9618	8.1	10.1175	2.0235	1	0.4047	3717	1252.464
1152	357	3	2006	3	30	12	0	834.0004	6	9.7128	1.6188	1	1.2141	3717	1212.556
1153	357	4	2008	3	32	12	1915.815	896.7536	4.8	9.7128	3.2376	1	3.2376	2971	964.0866
1154	358	2	2004	3	40	15	810.537	868.6676	3.4	5.6658	1.6188	1	0.4047	3727	1242.469
1155	358	3	2006	3	42	15	0	1619.501	4.1	5.6658	2.0235	1	2.0235	2903	1174.553
1156	358	4	2008	3	44	15	0	2071.797	1.8	5.6658	3.2376	1	3.2376	3222	1240.752
1157	359	2	2004	3	26	0	44.21111	214.5521	2.4	1.82115	1.01175	1	0.8094	3278	1386.979
1158	359	3	2006	3	28	0	0	328.3674	3.5	1.2141	1.6188	1	1.6188	3538	1072.748
1159	360	2	2004	2	39	15	0	469.9409	3.8	28.329	1.6188	1	0.8094	4288	628.1846
1160	360	3	2006	2	41	15	0	417.8637	3.8	8.094	4.047	1	4.047	3659	768.6721
1161	360	4	2008	2	43	15	368.4259	658.6432	4.1	24.282	4.047	1	4.047	2797	503.0021
1162	361	2	2004	2	27	9	0	561.9373	1.8	4.8564	0.8094	1	0.8094	4028	460.818
1163	361	4	2008	2	31	9	0	312.7601	4.4	1.82115	0.4047	1	0.4047	3511	517.7372
1164	362	2	2004	2	35	0	92.10648	207.6171	8.5	4.8564	1.6188	0	0	2636	265.8628
1165	363	2	2004	2	35	3	0	287.2351	10.6	23.4726	1.2141	1	8.094	2669	224.1592
1166	363	3	2006	2	37	3	0	776.5235	4.3	12.9504	1.6188	1	1.6188	4577	652.8655
1167	363	4	2008	2	39	3	1537.257	451.5518	11.1	12.141	1.2141	1	1.2141	2273	305.7812
1168	364	2	2004	2	49	4	0	252.2055	3.7	3.2376	1.2141	0	0	3224	530.8381
1169	365	2	2004	2	51	15	0	453.2742	3.4	9.3081	0.505875	0	0	3036	555.2141
1170	365	3	2006	2	53	15	0	300.2586	3.9	3.2376	0.8094	1	0.8094	3517	846.2877
1171	365	4	2008	2	55	15	0	220.9899	6.3	4.047	1.2141	1	1.2141	3747	397.7252
1172	366	2	2004	2	35	4	0	243.8563	4.2	4.8564	3.2376	0	0	1529	280.9741
1173	367	2	2004	2	42	12	0	129.1132	3.9	6.4752	0.8094	0	0	2691	489.1372
1174	367	4	2008	2	46	12	464.2166	202.0843	6.1	7.6893	1.2141	1	1.2141	3552	173.4348
1175	368	2	2004	2	30	9	0	319.2178	3.2	2.0235	0.8094	0	0	2097	729.5359
1176	370	2	2004	2	48	6	368.4259	536.6985	4.5	8.094	6.0705	1	1.6188	2441	250.5936
1177	371	2	2004	2	48	19	2431.611	1739.882	11.3	36.423	16.188	0	0	4233	582.6122
1178	371	3	2006	2	50	19	11052.78	1682.37	12.1	32.376	16.188	1	16.188	8469	2169.328
1179	371	4	2008	2	52	19	16063.37	5096.265	12.6	36.423	16.188	1	16.188	7928	1934.718
1180	372	2	2004	2	30	0	0	148.1987	7.4	1.2141	1.2141	0	0	2546	599.7051
1181	372	4	2008	2	34	0	0	207.4288	5.1	1.2141	3.2376	1	3.2376	2776	292.1667
1182	373	2	2004	2	50	0	0	146.703	6.9	6.4752	1.6188	0	0	3407	226.4716
1183	374	2	2004	2	35	0	0	138.3083	8.1	4.047	2.0235	0	0	1643	483.6464
1184	374	3	2006	2	37	0	0	212.9526	3.9	3.2376	2.0235	1	0.8094	2534	428.0707
1185	374	4	2008	2	39	0	92.10648	157.2524	4	0.8094	0.4047	1	0.4047	3188	224.2158
1186	375	2	2004	2	45	0	0	236.9259	9.2	9.3081	4.047	0	0	2677	583.4843
1187	376	2	2004	2	35	10	0	164.5553	5.3	3.2376	0.8094	0	0	3595	325.776
1188	377	2	2004	2	43	4	0	396.4933	9.1	20.235	1.6188	0	0	3023	750.9753
1189	378	2	2004	2	65	0	0	406.2346	12.4	16.188	8.094	1	3.2376	4395	549.4248
1190	378	3	2006	2	67	0	0	792.0846	16.6	16.188	10.1175	1	10.1175	3851	1069.956
1191	378	4	2008	2	69	0	3315.833	884.0812	16.2	16.188	8.094	1	8.094	3830	398.4999
1192	379	2	2004	2	50	0	0	190.0214	9.6	6.0705	2.4282	0	0	1589	433.8412
1193	379	3	2006	2	52	0	0	296.9867	3.4	4.047	2.0235	0	0	3205	607.2169
1194	379	4	2008	2	54	0	0	483.279	1.8	4.047	2.8329	1	2.8329	3496	790.8678
1195	380	2	2004	2	32	15	0	472.5785	4.6	20.235	4.047	0	0	3057	459.529
1196	380	4	2008	2	36	15	0	298.546	5.2	24.282	4.047	1	4.047	2913	850.6196
1197	381	2	2004	2	45	7	221.0555	186.3574	4.5	4.4517	1.2141	0	0	3760	796.7327
1198	381	3	2006	2	47	7	0	436.3262	5.8	8.4987	1.6188	0	0	3006	1027.923
1199	381	4	2008	2	49	7	1289.491	567.636	5.5	8.4987	3.2376	1	3.2376	3371	990.4015
1200	382	2	2004	2	50	0	0	227.2396	5.3	7.6893	1.6188	0	0	3530	737.7431
1201	382	3	2006	2	52	0	0	257.414	4.5	1.6188	1.6188	1	1.6188	3444	630.7848
1202	382	4	2008	2	54	0	921.0648	359.0541	5.1	1.6188	1.2141	1	1.2141	3003	217.2336
1203	383	2	2004	2	28	5	0	180.2334	4.6	6.0705	0.4047	0	0	2631	449.0124
1204	384	2	2004	2	75	5	0	330.6048	6	7.2846	1.6188	1	2.4282	4418	451.3606
1205	384	3	2006	2	77	5	0	364.7403	4.3	2.8329	1.01175	1	1.01175	3303	749.1586
1206	384	4	2008	2	79	5	0	479.3582	4.5	2.8329	1.01175	1	1.01175	4039	721.0015
1207	385	2	2004	2	64	7	0	302.0009	5.3	3.2376	1.2141	1	2.0235	3693	620.7045
1208	385	3	2006	2	66	7	0	976.8833	1.8	4.4517	2.4282	1	2.4282	3880	744.8676
1209	385	4	2008	2	68	7	0	571.4632	5.3	4.047	3.2376	1	3.2376	3121	665.3144
1210	386	2	2004	2	35	10	0	236.168	4.8	1.319322	0.833682	1	1.2141	3209	418.4948
1211	387	2	2004	2	75	7	221.0555	454.9886	4.8	5.46345	1.2141	1	2.0235	3481	249.6262
1212	387	3	2006	2	77	7	0	305.2845	3.2	2.22585	3.2376	1	3.2376	4057	362.2142
1213	387	4	2008	2	79	7	0	494.9934	5.2	2.10444	2.8329	1	2.8329	4183	223.2449
1214	388	2	2004	2	51	3	3679.027	681.3824	4.4	1.41645	0.60705	1	0.60705	3807	699.5602
1215	388	3	2006	2	53	3	0	280.6611	3.8	1.2141	0.4047	1	0.4047	3459	429.8944
1216	388	4	2008	2	55	3	66.31667	484.8646	3	1.41645	0.8094	1	0.8094	4282	611.4102
1217	389	2	2004	2	40	10	0	173.1696	4.3	2.0235	0.8094	1	0.8094	2638	266.8496
1218	389	4	2008	2	44	10	0	169.7418	3.5	0.4047	3.03525	1	3.03525	2515	230.8221
1219	390	2	2004	2	40	1	0	112.9734	5.9	1.6188	1.6188	1	0.8094	2358	264.9439
1220	391	2	2004	1	42	7	442.1111	260.5048	3.4	0.4047	2.4282	1	0.8094	3954	231.1095
1221	391	3	2006	1	44	7	0	197.5624	4	3.2376	2.4282	1	2.4282	2629	241.0906
1222	391	4	2008	1	46	7	0	314.8575	4.6	2.8329	2.22585	1	2.22585	2289	689.5867
1223	392	2	2004	1	45	4	221.0555	146.9759	6.3	1.6188	1.6188	0	0	3045	516.8122
1224	392	3	2006	1	47	4	0	692.17	4.1	1.6188	1.6188	1	1.6188	3621	808.7023
1225	392	4	2008	1	49	4	0	589.705	2.6	1.517625	0.8094	1	0.8094	3953	397.1531
1226	393	2	2004	1	55	9	246.8454	198.6812	3.9	0.4047	0.4047	1	0.4047	3603	535.3256
1227	394	2	2004	1	50	10	663.1666	258.3538	4	1.2141	0.8094	1	0.8094	3863	1041.804
1228	394	3	2006	1	52	10	817.9055	250.0337	3.3	1.2141	0.8094	1	0.8094	4029	1332.691
1229	394	4	2008	1	54	10	773.6944	244.0336	3.1	1.2141	0.8094	1	0.8094	3178	875.2209
1230	395	2	2004	1	60	10	792.1157	242.8649	8.4	2.22585	1.2141	0	0	2001	321.4595
1231	395	3	2006	1	62	10	817.9055	189.9685	9.2	2.0235	0.8094	1	0.8094	2181	367.8686
1232	395	4	2008	1	64	10	2210.555	258.0597	9.3	2.076111	1.2141	1	1.2141	2378	437.8581
1233	396	2	2004	1	38	14	11052.78	147.0759	7.9	1.6188	1.2141	1	0.8094	4243	290.3914
1234	396	3	2006	1	40	14	0	160.8763	5	1.01175	0.4047	1	0.4047	2415	224.2047
1235	396	4	2008	1	42	14	3536.889	277.7221	5	1.2141	0.8094	1	0.8094	3136	337.1359
1236	397	2	2004	1	45	2	552.6389	66.63938	8.2	0.8094	0.8094	0	0	2204	174.3438
1237	397	3	2006	1	47	2	0	150.2226	8.3	0.505875	0.505875	1	0.505875	2753	98.51674
1238	398	2	2004	1	21	15	1842.13	419.9636	9.7	3.6423	0.8094	1	0.8094	3431	1124.615
1239	398	3	2006	1	23	15	2763.194	454.4487	10.7	2.8329	1.01175	1	1.01175	3906	165.681
1240	399	2	2004	1	26	10	276.3194	72.35107	5.4	1.41645	1.01175	1	0.8094	2766	81.43228
1241	399	4	2008	1	30	10	884.2222	269.8588	2.2	1.01175	0.8094	1	0.8094	3444	489.3815
1242	400	2	2004	1	52	10	184.213	291.3984	7.4	6.0705	4.047	1	0.8094	3809	600.942
1243	400	3	2006	1	54	10	221.0555	223.2966	8	6.0705	2.4282	1	2.4282	2675	664.1122
1244	400	4	2008	1	56	10	368.4259	328.8092	9.8	6.0705	3.2376	1	3.2376	2022	314.687
1245	401	2	2004	3	28	5	0	201.2603	5.3	5.6658	4.24935	1	1.2141	3722	912.2072
1246	401	3	2006	3	30	5	0	283.4795	4.1	2.0235	2.0235	1	2.0235	4114	1453.39
1247	401	4	2008	3	32	5	0	441.1047	4.6	3.6423	3.6423	1	3.6423	2887	821.343
1248	402	3	2006	1	36	10	884.2222	185.0011	4.9	3.2376	0.8094	1	0.8094	2275	503.7025
1249	402	4	2008	1	38	10	994.7499	380.2457	4.3	0	1.01175	1	1.01175	1954	516.8245
1250	403	3	2006	1	38	15	0	184.6638	5	2.0235	0.8094	1	0.8094	2582	171.2683
1251	403	4	2008	1	40	15	0	565.1417	3.3	1.01175	1.2141	1	1.2141	2841	660.2889
1252	404	3	2006	1	35	0	921.0648	220.9939	7.4	1.6188	0.4047	1	0.4047	3125	362.7036
1253	404	4	2008	1	37	0	0	391.3679	4.9	1.6188	0.60705	1	0.60705	3101	686.8373
1254	405	3	2006	1	35	10	257.8981	123.6264	4.6	1.6188	0.20235	1	0.20235	2293	238.3739
1255	405	4	2008	1	37	10	0	355.3188	4.8	1.41645	1.2141	1	0.8094	1895	363.1845
1256	406	3	2006	1	36	17	0	242.4016	7.3	9.3081	2.8329	1	2.8329	3825	360.6109
1257	406	4	2008	1	38	17	0	301.5459	4.6	9.3081	1.2141	1	1.2141	2233	482.6195
1258	407	3	2006	1	44	9	0	138.8014	7.1	1.82115	0.505875	1	0.505875	2255	320.2517
1259	407	4	2008	1	46	9	2763.194	344.6277	4	1.6188	0.4047	1	0.4047	3598	734.7567
1260	408	3	2006	1	45	10	0	229.76	6	2.8329	1.6188	1	1.6188	2556	291.2405
1261	409	3	2006	1	20	9	221.0555	225.2485	4.4	3.2376	3.2376	1	3.2376	3525	325.7063
1262	409	4	2008	1	22	9	1473.704	249.1163	6.2	3.2376	2.0235	1	2.0235	2497	362.4553
1263	410	3	2006	1	47	12	0	764.1669	3.6	4.047	2.0235	1	2.0235	4193	888.2094
1264	410	4	2008	1	49	12	0	726.4478	3.8	4.4517	4.047	1	4.047	2970	573.3004
1265	411	3	2006	1	22	8	0	668.6868	3.6	2.8329	2.4282	1	2.4282	2988	468.6132
1266	411	4	2008	1	24	8	0	270.91	4	2.8329	2.0235	1	2.0235	2218	457.9169
1267	412	3	2006	1	34	10	0	980.0615	5.1	14.5692	6.0705	1	6.0705	2334	626.3844
1268	412	4	2008	1	36	10	0	485.4099	5.2	14.1645	4.4517	1	4.4517	2401	725.2784
1269	413	3	2006	1	47	10	0	216.2507	5.4	0.8094	0.8094	1	0.8094	2288	319.2662
1270	413	4	2008	1	49	10	0	232.7651	6.2	2.4282	1.2141	1	1.2141	2140	358.7119
1271	414	3	2006	1	30	0	663.1666	125.6899	5.6	1.01175	0.4047	1	0.4047	1405	286.4707
1272	415	3	2006	1	52	7	0	298.7857	3.3	2.4282	2.4282	1	2.4282	2858	548.677
1273	415	4	2008	1	54	7	0	332.9155	3.4	2.4282	0.8094	1	0.8094	3776	743.8038
1274	416	3	2006	3	65	9	4421.111	351.9856	7.4	7.2846	4.8564	1	4.8564	3131	1160.696
1275	416	4	2008	3	67	9	0	1417.711	3.6	7.2846	2.8329	1	2.8329	4631	1293.341
1276	417	3	2006	3	40	10	0	502.1299	5.9	4.047	2.0235	1	2.0235	2757	665.7769
1277	417	4	2008	3	42	10	0	1739.734	3.6	4.047	2.0235	1	2.0235	3722	1034.852
1278	419	3	2006	3	65	4	0	188.2767	4.6	1.2141	1.2141	1	1.2141	3020	465.6715
1279	419	4	2008	3	67	4	0	151.3997	5.2	1.41645	1.41645	1	1.41645	2062	338.6297
1280	420	3	2006	3	55	12	921.0648	251.0277	4.6	7.2846	3.2376	1	3.2376	2137	707.3821
1281	420	4	2008	3	57	12	193.4236	476.3098	2.8	7.2846	3.2376	1	3.2376	3140	937.1439
1282	421	3	2006	3	35	0	1105.278	125.172	4.3	0.8094	0.8094	1	0.8094	2193	381.3465
1283	421	4	2008	3	37	0	0	770.3058	3.5	0.8094	2.0235	1	2.0235	3622	912.6622
1284	422	3	2006	3	40	4	442.1111	216.5235	3.9	2.0235	1.2141	1	1.2141	3605	800.733
1285	422	4	2008	3	42	4	92.10648	337.6686	3.9	2.0235	1.6188	1	1.6188	3047	685.1783
1286	423	3	2006	3	35	10	0	191.6798	3.8	1.2141	0.8094	1	0.8094	2763	740.21
1287	424	3	2006	3	50	7	0	409.2017	8.1	2.0235	1.2141	1	1.2141	2556	795.6865
1288	425	3	2006	3	28	0	0	360.3553	3.3	0.8094	0.60705	1	0.60705	4013	1478.209
1289	425	4	2008	3	30	0	0	258.348	3.4	0.8094	1.2141	1	1.2141	2027	277.1659
1290	426	3	2006	3	35	10	0	263.3236	3.4	1.2141	1.01175	1	1.01175	3256	733.0253
1291	427	3	2006	3	35	0	55.26389	159.6312	3.9	1.01175	0.8094	1	0.8094	2447	387.0345
1292	427	4	2008	3	37	0	0	262.903	3.9	1.2141	1.2141	1	1.2141	3202	523.8568
1293	428	3	2006	3	25	16	0	319.0578	3.6	2.4282	1.2141	1	1.2141	3270	1078.882
1294	429	3	2006	3	40	0	0	846.4433	2.7	0.4047	0.4047	1	0.4047	4435	907.0059
1295	430	3	2006	3	46	7	0	445.2215	3.4	2.0235	2.0235	1	2.0235	2898	472.561
1296	430	4	2008	3	48	7	0	1718.2	3.5	2.0235	1.01175	1	1.01175	2642	586.5106
1297	431	3	2006	3	35	0	0	207.9604	3.3	1.6188	1.2141	1	1.2141	2691	332.3138
1298	431	4	2008	3	37	0	55.26389	320.7019	4.4	1.6188	1.41645	1	1.41645	3036	727.931
1299	432	3	2006	3	35	12	0	325.5453	3.2	4.047	3.2376	1	3.2376	2200	507.1088
1300	432	4	2008	3	37	12	0	479.4811	3	5.2611	5.2611	1	5.2611	3662	1400.274
1301	433	3	2006	3	29	16	0	329.0983	3.2	4.8564	2.8329	1	2.8329	3236	453.6441
1302	433	4	2008	3	31	16	736.8518	495.287	3.3	4.047	2.4282	1	2.4282	3245	753.3624
1303	434	3	2006	3	60	0	0	748.4597	3.5	5.2611	2.63055	1	2.63055	3198	742.403
1304	434	4	2008	3	62	0	0	924.4736	3.6	4.8564	2.8329	1	2.8329	3052	898.1559
1305	435	3	2006	3	27	0	0	372.8056	2.5	2.0235	1.82115	1	1.82115	2808	900.359
1306	436	3	2006	3	27	10	0	578.8472	1.2	2.4282	3.6423	1	3.6423	4234	1593.757
1307	436	4	2008	3	29	10	0	464.8784	4.8	1.82115	2.4282	1	2.4282	3179	900.7279
1308	437	3	2006	3	50	10	0	323.1032	4.3	2.0235	1.2141	1	1.2141	3069	660.4601
1309	437	4	2008	3	52	10	110.5278	563.0985	4.3	2.0235	0.8094	1	0.4047	4197	587.5023
1310	438	3	2006	3	32	0	276.3194	180.7511	3.8	0.60705	0.60705	1	0.60705	3560	758.6618
1311	438	4	2008	3	34	0	1086.856	405.7759	3.9	1.01175	0.60705	1	0.60705	4138	734.5433
1312	439	3	2006	3	45	10	0	306.6967	4.2	0.20235	0.20235	1	0.20235	2616	315.4388
1313	440	3	2006	3	27	10	0	564.403	1	0.8094	0.8094	1	0.8094	3661	1082.912
1314	440	4	2008	3	29	10	0	405.3083	3.6	0.8094	1.6188	1	1.6188	3237	693.522
1315	441	3	2006	3	41	5	0	343.029	3.5	2.8329	0.8094	1	0.8094	3651	1249.985
1316	442	3	2006	3	47	18	0	726.7709	3.4	6.0705	4.047	1	4.047	3289	636.1514
1317	443	3	2006	2	35	0	0	177.5954	4.6	3.6423	0.8094	1	0.8094	2883	268.5436
1318	444	3	2006	2	45	0	0	382.4344	6	1.2141	1.2141	1	1.2141	4206	492.8568
1319	444	4	2008	2	47	0	497.375	526.0258	5.2	2.4282	0.20235	1	0.20235	4145	482.0578
1320	445	3	2006	2	65	16	3684.259	511.5583	3.2	28.329	16.188	1	16.188	3239	407.2787
1321	446	3	2006	2	70	0	0	422.7794	11.2	10.5222	1.6188	1	1.6188	2999	315.0876
1322	446	4	2008	2	72	0	0	1145.049	14.5	12.141	4.047	1	4.047	4295	663.8317
1323	447	3	2006	2	60	5	0	899.8105	5.8	8.094	0.8094	1	0.8094	4382	737.0115
1324	448	3	2006	2	35	0	0	161.2885	2.6	5.6658	2.8329	1	2.8329	2800	632.4077
1325	449	3	2006	2	36	0	0	119.9396	10.8	7.2846	0.8094	1	0.8094	998	237.1119
1326	450	3	2006	2	65	0	0	296.1187	10.8	6.0705	2.8329	1	2.0235	3150	742.8334
1327	450	4	2008	2	67	0	0	274.2486	7.2	2.4282	1.6188	1	1.6188	3754	457.9951
1328	451	3	2006	2	55	0	0	267.0204	4.2	4.8564	1.6188	1	1.6188	4025	398.2353
1329	451	4	2008	2	57	0	442.1111	676.34	4.2	4.8564	1.41645	1	1.41645	3010	634.0195
1330	452	3	2006	2	30	0	0	215.8373	3.9	1.01175	2.4282	1	2.4282	3124	330.3232
1331	453	3	2006	2	50	6	0	182.3551	4.9	2.4282	0.8094	1	0.8094	2680	152.8024
1332	453	4	2008	2	52	6	1289.491	499.6956	5.8	2.4282	1.2141	1	1.2141	3931	717.8179
1333	454	3	2006	2	45	0	0	216.7484	4	1.2141	0.60705	1	0.60705	3768	396.123
1334	454	4	2008	2	47	0	0	500.0351	4.2	1.6188	1.2141	1	1.2141	2655	430.2717
1335	455	3	2006	2	34	10	0	284.7762	3.1	4.047	0.8094	1	0.8094	3643	556.4048
1336	455	4	2008	2	36	10	884.2222	776.4252	10.1	2.0235	2.4282	1	2.4282	2468	354.1664
1337	456	3	2006	2	35	12	0	284.6301	3.1	6.4752	1.82115	1	1.82115	3077	734.7549
1338	456	4	2008	2	37	12	221.0555	770.9451	3.2	5.2611	4.047	1	4.047	3840	962.7006
1339	457	3	2006	2	59	8	0	344.1601	4.1	1.112925	1.112925	1	1.112925	2633	425.6174
1340	457	4	2008	2	61	8	27.63194	266.9842	4.3	0.8094	0.8094	1	0.8094	2796	214.4795
1341	458	3	2006	2	26	0	0	195.8624	2.6	0.60705	0.4047	1	0.4047	2783	274.1804
1342	458	4	2008	2	28	0	0	249.9248	3.4	0.8094	0.8094	1	0.8094	3367	865.8207
1343	459	3	2006	2	30	0	110.5278	239.7909	3.2	2.8329	0.8094	1	0.8094	3838	422.1053
1344	460	3	2006	2	18	0	0	217.9832	5.8	4.047	1.6188	1	1.6188	3366	570.6763
1345	460	4	2008	2	20	0	0	207.4992	5.2	4.047	3.6423	1	3.6423	2621	379.3792
1346	461	3	2006	2	20	0	0	539.4648	2.8	2.4282	2.0235	1	2.0235	4418	1618.682
1347	461	4	2008	2	22	0	31.3162	432.2737	10.4	2.4282	4.4517	1	4.4517	3433	1009.432
1348	462	3	2006	2	60	4	0	328.5811	4.6	9.7128	3.2376	1	2.0235	2486	392.5992
1349	462	4	2008	2	62	4	55.26389	304.9987	4.6	8.094	1.6188	1	1.6188	2954	510.8322
1350	463	3	2006	2	35	7	0	256.4276	13.3	8.094	0.8094	1	0.8094	1442	224.9729
1351	463	4	2008	2	37	7	1105.278	253.5523	11.9	8.094	2.4282	1	2.4282	2679	153.6652
1352	464	3	2006	2	35	0	0	151.1468	5.7	0.303525	0.4047	0	0	2300	368.832
1353	464	4	2008	2	37	0	0	227.2082	7	1.2141	1.6188	1	1.6188	3021	1244.297
1354	465	3	2006	2	40	0	0	360.063	4.9	4.047	0.8094	1	0.8094	4063	1025.884
1355	466	3	2006	2	25	10	0	528.6935	6.6	6.0705	4.047	0	0	2968	471.1331
1356	467	3	2006	2	58	0	0	295.2327	3.4	2.0235	0.60705	1	0.60705	2285	304.3891
1357	467	4	2008	2	60	0	313.162	184.5074	1.8	2.4282	0.4047	1	0.4047	3729	242.1243
1358	468	3	2006	2	22	10	0	220.4632	4.8	1.2141	1.2141	0	0	962	126.7447
